Town,Type,Year,Date,Value
East Hampton,RT,1999,10/1/1999,3
East Hampton,RT,1999,11/1/1999,2.5
East Hampton,RT,1999,12/1/1999,2.6
East Hampton,RT,1998,1/1/1998,4.5
East Hampton,RT,1998,2/1/1998,4.7
East Hampton,RT,1998,3/1/1998,4
East Hampton,RT,1998,4/1/1998,3.2
East Hampton,RT,1998,5/1/1998,3.1
East Hampton,RT,1998,6/1/1998,3.5
East Hampton,RT,1998,7/1/1998,2.9
East Hampton,RT,1998,8/1/1998,2.6
East Hampton,RT,1998,9/1/1998,2.3
East Hampton,RT,1998,10/1/1998,2.6
East Hampton,RT,1998,11/1/1998,2.4
East Hampton,RT,1998,12/1/1998,2.2
East Hartford,LF,2004,1/1/2004,24469
East Hartford,LF,2004,2/1/2004,24520
East Hartford,LF,2004,3/1/2004,24540
East Hartford,LF,2004,4/1/2004,24586
East Hartford,LF,2004,5/1/2004,24669
East Hartford,LF,2004,6/1/2004,24863
East Hartford,LF,2004,7/1/2004,25135
East Hartford,LF,2004,8/1/2004,24867
East Hartford,LF,2004,9/1/2004,24343
East Hartford,LF,2004,10/1/2004,24526
East Hartford,LF,2004,11/1/2004,24648
East Hartford,LF,2004,12/1/2004,24516
East Hartford,LF,2003,1/1/2003,24882
East Hartford,LF,2003,2/1/2003,24915
East Hartford,LF,2003,3/1/2003,24948
East Hartford,LF,2003,4/1/2003,24975
East Hartford,LF,2003,5/1/2003,24897
East Hartford,LF,2003,6/1/2003,25210
East Hartford,LF,2003,7/1/2003,25260
East Hartford,LF,2003,8/1/2003,25100
East Hartford,LF,2003,9/1/2003,24635
East Hartford,LF,2003,10/1/2003,24801
East Hartford,LF,2003,11/1/2003,24800
East Hartford,LF,2003,12/1/2003,24632
East Hartford,LF,2002,1/1/2002,24383
East Hartford,LF,2002,2/1/2002,24660
East Hartford,LF,2002,3/1/2002,24688
East Hartford,LF,2002,4/1/2002,24771
East Hartford,LF,2002,5/1/2002,24921
East Hartford,LF,2002,6/1/2002,25105
East Hartford,LF,2002,7/1/2002,25317
East Hartford,LF,2002,8/1/2002,25252
East Hartford,LF,2002,9/1/2002,25165
East Hartford,LF,2002,10/1/2002,25254
East Hartford,LF,2002,11/1/2002,25266
East Hartford,LF,2002,12/1/2002,25201
East Hartford,LF,2001,1/1/2001,24621
East Hartford,LF,2001,2/1/2001,24594
East Hartford,LF,2001,3/1/2001,24746
East Hartford,LF,2001,4/1/2001,24779
East Hartford,LF,2001,5/1/2001,24802
East Hartford,LF,2001,6/1/2001,25127
East Hartford,LF,2001,7/1/2001,25270
East Hartford,LF,2001,8/1/2001,25070
East Hartford,LF,2001,9/1/2001,24653
East Hartford,LF,2001,10/1/2001,24703
East Hartford,LF,2001,11/1/2001,24750
East Hartford,LF,2001,12/1/2001,24734
East Hartford,LF,2000,1/1/2000,24724
East Hartford,LF,2000,2/1/2000,24784
East Hartford,LF,2000,3/1/2000,24747
East Hartford,LF,2000,4/1/2000,24688
East Hartford,LF,2000,5/1/2000,24616
East Hartford,LF,2000,6/1/2000,24926
East Hartford,LF,2000,7/1/2000,24998
East Hartford,LF,2000,8/1/2000,24722
East Hartford,LF,2000,9/1/2000,24377
East Hartford,LF,2000,10/1/2000,24534
East Hartford,LF,2000,11/1/2000,24550
East Hartford,LF,2000,12/1/2000,24607
East Hartford,LF,1999,1/1/1999,24413
East Hartford,LF,1999,2/1/1999,24587
East Hartford,LF,1999,3/1/1999,24788
East Hartford,LF,1999,4/1/1999,24595
East Hartford,LF,1999,5/1/1999,24714
East Hartford,LF,1999,6/1/1999,25077
East Hartford,LF,1999,7/1/1999,25357
East Hartford,LF,1999,8/1/1999,25055
East Hartford,LF,1999,9/1/1999,24662
East Hartford,LF,1999,10/1/1999,24970
East Hartford,LF,1999,11/1/1999,24995
East Hartford,LF,1999,12/1/1999,25027
East Hartford,LF,1998,1/1/1998,24720
East Hartford,LF,1998,2/1/1998,24755
East Hartford,LF,1998,3/1/1998,25038
East Hartford,LF,1998,4/1/1998,24798
East Hartford,LF,1998,5/1/1998,25040
East Hartford,LF,1998,6/1/1998,25288
East Hartford,LF,1998,7/1/1998,25547
East Hartford,LF,1998,8/1/1998,25269
East Hartford,LF,1998,9/1/1998,24678
East Hartford,LF,1998,10/1/1998,24946
East Hartford,LF,1998,11/1/1998,24901
East Hartford,LF,1998,12/1/1998,24658
East Hartford,EMP,2004,1/1/2004,22717
East Hartford,EMP,2004,2/1/2004,22731
East Hartford,EMP,2004,3/1/2004,22837
East Hartford,EMP,2004,4/1/2004,22997
East Hartford,EMP,2004,5/1/2004,22993
East Hartford,EMP,2004,6/1/2004,23133
East Hartford,EMP,2004,7/1/2004,23279
East Hartford,EMP,2004,8/1/2004,23197
East Hartford,EMP,2004,9/1/2004,22937
East Hartford,EMP,2004,10/1/2004,23151
East Hartford,EMP,2004,11/1/2004,23163
East Hartford,EMP,2004,12/1/2004,23129
East Hartford,EMP,2003,1/1/2003,22891
East Hartford,EMP,2003,2/1/2003,22932
East Hartford,EMP,2003,3/1/2003,23053
East Hartford,EMP,2003,4/1/2003,23126
East Hartford,EMP,2003,5/1/2003,23092
East Hartford,EMP,2003,6/1/2003,23208
East Hartford,EMP,2003,7/1/2003,23252
East Hartford,EMP,2003,8/1/2003,23188
East Hartford,EMP,2003,9/1/2003,22904
East Hartford,EMP,2003,10/1/2003,23188
East Hartford,EMP,2003,11/1/2003,23175
East Hartford,EMP,2003,12/1/2003,23140
East Hartford,EMP,2002,1/1/2002,23181
East Hartford,EMP,2002,2/1/2002,23372
East Hartford,EMP,2002,3/1/2002,23441
East Hartford,EMP,2002,4/1/2002,23420
East Hartford,EMP,2002,5/1/2002,23472
East Hartford,EMP,2002,6/1/2002,23559
East Hartford,EMP,2002,7/1/2002,23649
East Hartford,EMP,2002,8/1/2002,23559
East Hartford,EMP,2002,9/1/2002,23503
East Hartford,EMP,2002,10/1/2002,23599
East Hartford,EMP,2002,11/1/2002,23458
East Hartford,EMP,2002,12/1/2002,23418
East Hartford,EMP,2001,1/1/2001,23686
East Hartford,EMP,2001,2/1/2001,23657
East Hartford,EMP,2001,3/1/2001,23852
East Hartford,EMP,2001,4/1/2001,23838
East Hartford,EMP,2001,5/1/2001,23799
East Hartford,EMP,2001,6/1/2001,23964
East Hartford,EMP,2001,7/1/2001,24109
East Hartford,EMP,2001,8/1/2001,23898
East Hartford,EMP,2001,9/1/2001,23755
East Hartford,EMP,2001,10/1/2001,23850
East Hartford,EMP,2001,11/1/2001,23764
East Hartford,EMP,2001,12/1/2001,23784
East Hartford,EMP,2000,1/1/2000,23836
East Hartford,EMP,2000,2/1/2000,23868
East Hartford,EMP,2000,3/1/2000,23998
East Hartford,EMP,2000,4/1/2000,23995
East Hartford,EMP,2000,5/1/2000,23888
East Hartford,EMP,2000,6/1/2000,24103
East Hartford,EMP,2000,7/1/2000,24133
East Hartford,EMP,2000,8/1/2000,23964
East Hartford,EMP,2000,9/1/2000,23797
East Hartford,EMP,2000,10/1/2000,24052
East Hartford,EMP,2000,11/1/2000,24021
East Hartford,EMP,2000,12/1/2000,24082
East Hartford,EMP,1999,1/1/1999,23314
East Hartford,EMP,1999,2/1/1999,23394
East Hartford,EMP,1999,3/1/1999,23718
East Hartford,EMP,1999,4/1/1999,23595
East Hartford,EMP,1999,5/1/1999,23645
East Hartford,EMP,1999,6/1/1999,23866
East Hartford,EMP,1999,7/1/1999,24175
East Hartford,EMP,1999,8/1/1999,24104
East Hartford,EMP,1999,9/1/1999,23819
East Hartford,EMP,1999,10/1/1999,24101
East Hartford,EMP,1999,11/1/1999,24199
East Hartford,EMP,1999,12/1/1999,24234
East Hartford,EMP,1998,1/1/1998,23406
East Hartford,EMP,1998,2/1/1998,23527
East Hartford,EMP,1998,3/1/1998,23905
East Hartford,EMP,1998,4/1/1998,23838
East Hartford,EMP,1998,5/1/1998,23927
East Hartford,EMP,1998,6/1/1998,24125
East Hartford,EMP,1998,7/1/1998,24417
East Hartford,EMP,1998,8/1/1998,24254
East Hartford,EMP,1998,9/1/1998,23799
East Hartford,EMP,1998,10/1/1998,24024
East Hartford,EMP,1998,11/1/1998,23986
East Hartford,EMP,1998,12/1/1998,23853
East Hartford,UN,2004,1/1/2004,1752
East Hartford,UN,2004,2/1/2004,1789
East Hartford,UN,2004,3/1/2004,1703
East Hartford,UN,2004,4/1/2004,1589
East Hartford,UN,2004,5/1/2004,1676
East Hartford,UN,2004,6/1/2004,1730
East Hartford,UN,2004,7/1/2004,1856
East Hartford,UN,2004,8/1/2004,1670
East Hartford,UN,2004,9/1/2004,1406
East Hartford,UN,2004,10/1/2004,1375
East Hartford,UN,2004,11/1/2004,1485
East Hartford,UN,2004,12/1/2004,1387
East Hartford,UN,2003,1/1/2003,1991
East Hartford,UN,2003,2/1/2003,1983
East Hartford,UN,2003,3/1/2003,1895
East Hartford,UN,2003,4/1/2003,1849
East Hartford,UN,2003,5/1/2003,1805
East Hartford,UN,2003,6/1/2003,2002
East Hartford,UN,2003,7/1/2003,2008
East Hartford,UN,2003,8/1/2003,1912
East Hartford,UN,2003,9/1/2003,1731
East Hartford,UN,2003,10/1/2003,1613
East Hartford,UN,2003,11/1/2003,1625
East Hartford,UN,2003,12/1/2003,1492
East Hartford,UN,2002,1/1/2002,1202
East Hartford,UN,2002,2/1/2002,1288
East Hartford,UN,2002,3/1/2002,1247
East Hartford,UN,2002,4/1/2002,1351
East Hartford,UN,2002,5/1/2002,1449
East Hartford,UN,2002,6/1/2002,1546
East Hartford,UN,2002,7/1/2002,1668
East Hartford,UN,2002,8/1/2002,1693
East Hartford,UN,2002,9/1/2002,1662
East Hartford,UN,2002,10/1/2002,1655
East Hartford,UN,2002,11/1/2002,1808
East Hartford,UN,2002,12/1/2002,1783
East Hartford,UN,2001,1/1/2001,935
East Hartford,UN,2001,2/1/2001,937
East Hartford,UN,2001,3/1/2001,894
East Hartford,UN,2001,4/1/2001,941
East Hartford,UN,2001,5/1/2001,1003
East Hartford,UN,2001,6/1/2001,1163
East Hartford,UN,2001,7/1/2001,1161
East Hartford,UN,2001,8/1/2001,1172
East Hartford,UN,2001,9/1/2001,898
East Hartford,UN,2001,10/1/2001,853
East Hartford,UN,2001,11/1/2001,986
East Hartford,UN,2001,12/1/2001,950
East Hartford,UN,2000,1/1/2000,888
East Hartford,UN,2000,2/1/2000,916
East Hartford,UN,2000,3/1/2000,749
East Hartford,UN,2000,4/1/2000,693
East Hartford,UN,2000,5/1/2000,728
East Hartford,UN,2000,6/1/2000,823
East Hartford,UN,2000,7/1/2000,865
East Hartford,UN,2000,8/1/2000,758
East Hartford,UN,2000,9/1/2000,580
East Hartford,UN,2000,10/1/2000,482
East Hartford,UN,2000,11/1/2000,529
East Hartford,UN,2000,12/1/2000,525
East Hartford,UN,1999,1/1/1999,1099
East Hartford,UN,1999,2/1/1999,1193
East Hartford,UN,1999,3/1/1999,1070
East Hartford,UN,1999,4/1/1999,1000
East Hartford,UN,1999,5/1/1999,1069
East Hartford,UN,1999,6/1/1999,1211
East Hartford,UN,1999,7/1/1999,1182
East Hartford,UN,1999,8/1/1999,951
East Hartford,UN,1999,9/1/1999,843
East Hartford,UN,1999,10/1/1999,869
East Hartford,UN,1999,11/1/1999,796
East Hartford,UN,1999,12/1/1999,793
East Hartford,UN,1998,1/1/1998,1314
East Hartford,UN,1998,2/1/1998,1228
East Hartford,UN,1998,3/1/1998,1133
East Hartford,UN,1998,4/1/1998,960
East Hartford,UN,1998,5/1/1998,1113
East Hartford,UN,1998,6/1/1998,1163
East Hartford,UN,1998,7/1/1998,1130
East Hartford,UN,1998,8/1/1998,1015
East Hartford,UN,1998,9/1/1998,879
East Hartford,UN,1998,10/1/1998,922
East Hartford,UN,1998,11/1/1998,915
East Hartford,UN,1998,12/1/1998,805
East Hartford,RT,2004,1/1/2004,7.2
East Hartford,RT,2004,2/1/2004,7.3
East Hartford,RT,2004,3/1/2004,6.9
East Hartford,RT,2004,4/1/2004,6.5
East Hartford,RT,2004,5/1/2004,6.8
East Hartford,RT,2004,6/1/2004,7
East Hartford,RT,2004,7/1/2004,7.4
East Hartford,RT,2004,8/1/2004,6.7
East Hartford,RT,2004,9/1/2004,5.8
East Hartford,RT,2004,10/1/2004,5.6
East Hartford,RT,2004,11/1/2004,6
East Hartford,RT,2004,12/1/2004,5.7
East Hartford,RT,2003,1/1/2003,8
East Hartford,RT,2003,2/1/2003,8
East Hartford,RT,2003,3/1/2003,7.6
East Hartford,RT,2003,4/1/2003,7.4
East Hartford,RT,2003,5/1/2003,7.2
East Hartford,RT,2003,6/1/2003,7.9
East Hartford,RT,2003,7/1/2003,7.9
East Hartford,RT,2003,8/1/2003,7.6
East Hartford,RT,2003,9/1/2003,7
East Hartford,RT,2003,10/1/2003,6.5
East Hartford,RT,2003,11/1/2003,6.6
East Hartford,RT,2003,12/1/2003,6.1
East Hartford,RT,2002,1/1/2002,4.9
East Hartford,RT,2002,2/1/2002,5.2
East Hartford,RT,2002,3/1/2002,5.1
East Hartford,RT,2002,4/1/2002,5.5
East Hartford,RT,2002,5/1/2002,5.8
East Hartford,RT,2002,6/1/2002,6.2
East Hartford,RT,2002,7/1/2002,6.6
East Hartford,RT,2002,8/1/2002,6.7
East Hartford,RT,2002,9/1/2002,6.6
East Hartford,RT,2002,10/1/2002,6.6
East Hartford,RT,2002,11/1/2002,7.2
East Hartford,RT,2002,12/1/2002,7.1
East Hartford,RT,2001,1/1/2001,3.8
East Hartford,RT,2001,2/1/2001,3.8
East Hartford,RT,2001,3/1/2001,3.6
East Hartford,RT,2001,4/1/2001,3.8
East Hartford,RT,2001,5/1/2001,4
East Hartford,RT,2001,6/1/2001,4.6
East Hartford,RT,2001,7/1/2001,4.6
East Hartford,RT,2001,8/1/2001,4.7
East Hartford,RT,2001,9/1/2001,3.6
East Hartford,RT,2001,10/1/2001,3.5
East Hartford,RT,2001,11/1/2001,4
East Hartford,RT,2001,12/1/2001,3.8
East Hartford,RT,2000,1/1/2000,3.6
East Hartford,RT,2000,2/1/2000,3.7
East Hartford,RT,2000,3/1/2000,3
East Hartford,RT,2000,4/1/2000,2.8
East Hartford,RT,2000,5/1/2000,3
East Hartford,RT,2000,6/1/2000,3.3
East Hartford,RT,2000,7/1/2000,3.5
East Hartford,RT,2000,8/1/2000,3.1
East Hartford,RT,2000,9/1/2000,2.4
East Hartford,RT,2000,10/1/2000,2
East Hartford,RT,2000,11/1/2000,2.2
East Hartford,RT,2000,12/1/2000,2.1
East Hartford,RT,1999,1/1/1999,4.5
East Hartford,RT,1999,2/1/1999,4.9
East Hartford,RT,1999,3/1/1999,4.3
East Hartford,RT,1999,4/1/1999,4.1
East Hartford,RT,1999,5/1/1999,4.3
East Hartford,RT,1999,6/1/1999,4.8
East Hartford,RT,1999,7/1/1999,4.7
East Hartford,RT,1999,8/1/1999,3.8
East Hartford,RT,1999,9/1/1999,3.4
East Hartford,RT,1999,10/1/1999,3.5
East Hartford,RT,1999,11/1/1999,3.2
East Hartford,RT,1999,12/1/1999,3.2
East Hartford,RT,1998,1/1/1998,5.3
East Hartford,RT,1998,2/1/1998,5
East Hartford,RT,1998,3/1/1998,4.5
East Hartford,RT,1998,4/1/1998,3.9
East Hartford,RT,1998,5/1/1998,4.4
East Hartford,RT,1998,6/1/1998,4.6
East Hartford,RT,1998,7/1/1998,4.4
East Hartford,RT,1998,8/1/1998,4
East Hartford,RT,1998,9/1/1998,3.6
East Hartford,RT,1998,10/1/1998,3.7
East Hartford,RT,1998,11/1/1998,3.7
East Hartford,RT,1998,12/1/1998,3.3
Ellington,LF,2004,1/1/2004,8211
Ellington,LF,2004,2/1/2004,8234
Ellington,LF,2004,3/1/2004,8249
Ellington,LF,2004,4/1/2004,8252
Ellington,LF,2004,5/1/2004,8250
Ellington,LF,2004,6/1/2004,8339
Ellington,LF,2004,7/1/2004,8389
Ellington,LF,2004,8/1/2004,8328
Ellington,LF,2004,9/1/2004,8234
Ellington,LF,2004,10/1/2004,8293
Ellington,LF,2004,11/1/2004,8306
Ellington,LF,2004,12/1/2004,8282
Ellington,LF,2003,1/1/2003,8119
Ellington,LF,2003,2/1/2003,8128
Ellington,LF,2003,3/1/2003,8168
Ellington,LF,2003,4/1/2003,8163
Ellington,LF,2003,5/1/2003,8118
Ellington,LF,2003,6/1/2003,8196
Ellington,LF,2003,7/1/2003,8214
Ellington,LF,2003,8/1/2003,8126
Ellington,LF,2003,9/1/2003,8030
Ellington,LF,2003,10/1/2003,8118
Ellington,LF,2003,11/1/2003,8130
Ellington,LF,2003,12/1/2003,8099
Ellington,LF,2002,1/1/2002,7862
Ellington,LF,2002,2/1/2002,7953
Ellington,LF,2002,3/1/2002,7962
Ellington,LF,2002,4/1/2002,7969
Ellington,LF,2002,5/1/2002,7987
Ellington,LF,2002,6/1/2002,8040
Ellington,LF,2002,7/1/2002,8105
Ellington,LF,2002,8/1/2002,8061
Ellington,LF,2002,9/1/2002,8012
Ellington,LF,2002,10/1/2002,8015
Ellington,LF,2002,11/1/2002,8030
Ellington,LF,2002,12/1/2002,8012
Ellington,LF,2001,1/1/2001,7887
Ellington,LF,2001,2/1/2001,7867
Ellington,LF,2001,3/1/2001,7904
Ellington,LF,2001,4/1/2001,7902
Ellington,LF,2001,5/1/2001,7897
Ellington,LF,2001,6/1/2001,7975
Ellington,LF,2001,7/1/2001,8038
Ellington,LF,2001,8/1/2001,7953
Ellington,LF,2001,9/1/2001,7870
Ellington,LF,2001,10/1/2001,7879
Ellington,LF,2001,11/1/2001,7870
Ellington,LF,2001,12/1/2001,7882
Ellington,LF,2000,1/1/2000,7711
Ellington,LF,2000,2/1/2000,7740
Ellington,LF,2000,3/1/2000,7729
Ellington,LF,2000,4/1/2000,7694
Ellington,LF,2000,5/1/2000,7666
Ellington,LF,2000,6/1/2000,7752
Ellington,LF,2000,7/1/2000,7766
Ellington,LF,2000,8/1/2000,7700
Ellington,LF,2000,9/1/2000,7619
Ellington,LF,2000,10/1/2000,7683
Ellington,LF,2000,11/1/2000,7685
Ellington,LF,2000,12/1/2000,7706
Ellington,LF,1999,1/1/1999,6688
Ellington,LF,1999,2/1/1999,6711
Ellington,LF,1999,3/1/1999,6764
Ellington,LF,1999,4/1/1999,6685
Ellington,LF,1999,5/1/1999,6713
Ellington,LF,1999,6/1/1999,6791
Ellington,LF,1999,7/1/1999,6886
Ellington,LF,1999,8/1/1999,6831
Ellington,LF,1999,9/1/1999,6704
Ellington,LF,1999,10/1/1999,6808
Ellington,LF,1999,11/1/1999,6820
Ellington,LF,1999,12/1/1999,6837
Ellington,LF,1998,1/1/1998,6553
Ellington,LF,1998,2/1/1998,6595
Ellington,LF,1998,3/1/1998,6650
Ellington,LF,1998,4/1/1998,6591
Ellington,LF,1998,5/1/1998,6605
Ellington,LF,1998,6/1/1998,6706
Ellington,LF,1998,7/1/1998,6755
Ellington,LF,1998,8/1/1998,6700
Ellington,LF,1998,9/1/1998,6553
Ellington,LF,1998,10/1/1998,6607
Ellington,LF,1998,11/1/1998,6607
Ellington,LF,1998,12/1/1998,6559
Ellington,EMP,2004,1/1/2004,7844
Ellington,EMP,2004,2/1/2004,7849
Ellington,EMP,2004,3/1/2004,7886
Ellington,EMP,2004,4/1/2004,7941
Ellington,EMP,2004,5/1/2004,7939
Ellington,EMP,2004,6/1/2004,7988
Ellington,EMP,2004,7/1/2004,8038
Ellington,EMP,2004,8/1/2004,8010
Ellington,EMP,2004,9/1/2004,7920
Ellington,EMP,2004,10/1/2004,7994
Ellington,EMP,2004,11/1/2004,7998
Ellington,EMP,2004,12/1/2004,7987
Ellington,EMP,2003,1/1/2003,7735
Ellington,EMP,2003,2/1/2003,7749
Ellington,EMP,2003,3/1/2003,7790
Ellington,EMP,2003,4/1/2003,7814
Ellington,EMP,2003,5/1/2003,7803
Ellington,EMP,2003,6/1/2003,7842
Ellington,EMP,2003,7/1/2003,7857
Ellington,EMP,2003,8/1/2003,7835
Ellington,EMP,2003,9/1/2003,7739
Ellington,EMP,2003,10/1/2003,7835
Ellington,EMP,2003,11/1/2003,7831
Ellington,EMP,2003,12/1/2003,7819
Ellington,EMP,2002,1/1/2002,7624
Ellington,EMP,2002,2/1/2002,7686
Ellington,EMP,2002,3/1/2002,7709
Ellington,EMP,2002,4/1/2002,7702
Ellington,EMP,2002,5/1/2002,7719
Ellington,EMP,2002,6/1/2002,7748
Ellington,EMP,2002,7/1/2002,7777
Ellington,EMP,2002,8/1/2002,7748
Ellington,EMP,2002,9/1/2002,7729
Ellington,EMP,2002,10/1/2002,7761
Ellington,EMP,2002,11/1/2002,7715
Ellington,EMP,2002,12/1/2002,7701
Ellington,EMP,2001,1/1/2001,7670
Ellington,EMP,2001,2/1/2001,7660
Ellington,EMP,2001,3/1/2001,7724
Ellington,EMP,2001,4/1/2001,7719
Ellington,EMP,2001,5/1/2001,7706
Ellington,EMP,2001,6/1/2001,7760
Ellington,EMP,2001,7/1/2001,7807
Ellington,EMP,2001,8/1/2001,7739
Ellington,EMP,2001,9/1/2001,7692
Ellington,EMP,2001,10/1/2001,7723
Ellington,EMP,2001,11/1/2001,7695
Ellington,EMP,2001,12/1/2001,7702
Ellington,EMP,2000,1/1/2000,7524
Ellington,EMP,2000,2/1/2000,7534
Ellington,EMP,2000,3/1/2000,7575
Ellington,EMP,2000,4/1/2000,7574
Ellington,EMP,2000,5/1/2000,7541
Ellington,EMP,2000,6/1/2000,7608
Ellington,EMP,2000,7/1/2000,7618
Ellington,EMP,2000,8/1/2000,7564
Ellington,EMP,2000,9/1/2000,7512
Ellington,EMP,2000,10/1/2000,7592
Ellington,EMP,2000,11/1/2000,7582
Ellington,EMP,2000,12/1/2000,7602
Ellington,EMP,1999,1/1/1999,6459
Ellington,EMP,1999,2/1/1999,6482
Ellington,EMP,1999,3/1/1999,6571
Ellington,EMP,1999,4/1/1999,6537
Ellington,EMP,1999,5/1/1999,6551
Ellington,EMP,1999,6/1/1999,6612
Ellington,EMP,1999,7/1/1999,6698
Ellington,EMP,1999,8/1/1999,6678
Ellington,EMP,1999,9/1/1999,6599
Ellington,EMP,1999,10/1/1999,6678
Ellington,EMP,1999,11/1/1999,6705
Ellington,EMP,1999,12/1/1999,6714
Ellington,EMP,1998,1/1/1998,6315
Ellington,EMP,1998,2/1/1998,6348
Ellington,EMP,1998,3/1/1998,6450
Ellington,EMP,1998,4/1/1998,6432
Ellington,EMP,1998,5/1/1998,6456
Ellington,EMP,1998,6/1/1998,6509
Ellington,EMP,1998,7/1/1998,6588
Ellington,EMP,1998,8/1/1998,6544
Ellington,EMP,1998,9/1/1998,6421
Ellington,EMP,1998,10/1/1998,6482
Ellington,EMP,1998,11/1/1998,6472
Ellington,EMP,1998,12/1/1998,6436
Ellington,UN,2004,1/1/2004,367
Ellington,UN,2004,2/1/2004,385
Ellington,UN,2004,3/1/2004,363
Ellington,UN,2004,4/1/2004,311
Ellington,UN,2004,5/1/2004,311
Ellington,UN,2004,6/1/2004,351
Ellington,UN,2004,7/1/2004,351
Ellington,UN,2004,8/1/2004,318
Ellington,UN,2004,9/1/2004,314
Ellington,UN,2004,10/1/2004,299
Ellington,UN,2004,11/1/2004,308
Ellington,UN,2004,12/1/2004,295
Ellington,UN,2003,1/1/2003,384
Ellington,UN,2003,2/1/2003,379
Ellington,UN,2003,3/1/2003,378
Ellington,UN,2003,4/1/2003,349
Ellington,UN,2003,5/1/2003,315
Ellington,UN,2003,6/1/2003,354
Ellington,UN,2003,7/1/2003,357
Ellington,UN,2003,8/1/2003,291
Ellington,UN,2003,9/1/2003,291
Ellington,UN,2003,10/1/2003,283
Ellington,UN,2003,11/1/2003,299
Ellington,UN,2003,12/1/2003,280
Ellington,UN,2002,1/1/2002,238
Ellington,UN,2002,2/1/2002,267
Ellington,UN,2002,3/1/2002,253
Ellington,UN,2002,4/1/2002,267
Ellington,UN,2002,5/1/2002,268
Ellington,UN,2002,6/1/2002,292
Ellington,UN,2002,7/1/2002,328
Ellington,UN,2002,8/1/2002,313
Ellington,UN,2002,9/1/2002,283
Ellington,UN,2002,10/1/2002,254
Ellington,UN,2002,11/1/2002,315
Ellington,UN,2002,12/1/2002,311
Ellington,UN,2001,1/1/2001,217
Ellington,UN,2001,2/1/2001,207
Ellington,UN,2001,3/1/2001,180
Ellington,UN,2001,4/1/2001,183
Ellington,UN,2001,5/1/2001,191
Ellington,UN,2001,6/1/2001,215
Ellington,UN,2001,7/1/2001,231
Ellington,UN,2001,8/1/2001,214
Ellington,UN,2001,9/1/2001,178
Ellington,UN,2001,10/1/2001,156
Ellington,UN,2001,11/1/2001,175
Ellington,UN,2001,12/1/2001,180
Ellington,UN,2000,1/1/2000,187
Ellington,UN,2000,2/1/2000,206
Ellington,UN,2000,3/1/2000,154
Ellington,UN,2000,4/1/2000,120
Ellington,UN,2000,5/1/2000,125
Ellington,UN,2000,6/1/2000,144
Ellington,UN,2000,7/1/2000,148
Ellington,UN,2000,8/1/2000,136
Ellington,UN,2000,9/1/2000,107
Ellington,UN,2000,10/1/2000,91
Ellington,UN,2000,11/1/2000,103
Ellington,UN,2000,12/1/2000,104
Ellington,UN,1999,1/1/1999,229
Ellington,UN,1999,2/1/1999,229
Ellington,UN,1999,3/1/1999,193
Ellington,UN,1999,4/1/1999,148
Ellington,UN,1999,5/1/1999,162
Ellington,UN,1999,6/1/1999,179
Ellington,UN,1999,7/1/1999,188
Ellington,UN,1999,8/1/1999,153
Ellington,UN,1999,9/1/1999,105
Ellington,UN,1999,10/1/1999,130
Ellington,UN,1999,11/1/1999,115
Ellington,UN,1999,12/1/1999,123
Ellington,UN,1998,1/1/1998,238
Ellington,UN,1998,2/1/1998,247
Ellington,UN,1998,3/1/1998,200
Ellington,UN,1998,4/1/1998,159
Ellington,UN,1998,5/1/1998,149
Ellington,UN,1998,6/1/1998,197
Ellington,UN,1998,7/1/1998,167
Ellington,UN,1998,8/1/1998,156
Ellington,UN,1998,9/1/1998,132
Ellington,UN,1998,10/1/1998,125
Ellington,UN,1998,11/1/1998,135
Ellington,UN,1998,12/1/1998,123
Ellington,RT,2004,1/1/2004,4.5
Ellington,RT,2004,2/1/2004,4.7
Ellington,RT,2004,3/1/2004,4.4
Ellington,RT,2004,4/1/2004,3.8
Ellington,RT,2004,5/1/2004,3.8
Ellington,RT,2004,6/1/2004,4.2
Ellington,RT,2004,7/1/2004,4.2
Ellington,RT,2004,8/1/2004,3.8
Ellington,RT,2004,9/1/2004,3.8
Ellington,RT,2004,10/1/2004,3.6
Ellington,RT,2004,11/1/2004,3.7
Ellington,RT,2004,12/1/2004,3.6
Ellington,RT,2003,1/1/2003,4.7
Ellington,RT,2003,2/1/2003,4.7
Ellington,RT,2003,3/1/2003,4.6
Ellington,RT,2003,4/1/2003,4.3
Ellington,RT,2003,5/1/2003,3.9
Ellington,RT,2003,6/1/2003,4.3
Ellington,RT,2003,7/1/2003,4.3
Ellington,RT,2003,8/1/2003,3.6
Ellington,RT,2003,9/1/2003,3.6
Ellington,RT,2003,10/1/2003,3.5
Ellington,RT,2003,11/1/2003,3.7
Ellington,RT,2003,12/1/2003,3.5
Ellington,RT,2002,1/1/2002,3
Ellington,RT,2002,2/1/2002,3.4
Ellington,RT,2002,3/1/2002,3.2
Ellington,RT,2002,4/1/2002,3.4
Ellington,RT,2002,5/1/2002,3.4
Ellington,RT,2002,6/1/2002,3.6
Ellington,RT,2002,7/1/2002,4
Ellington,RT,2002,8/1/2002,3.9
Ellington,RT,2002,9/1/2002,3.5
Ellington,RT,2002,10/1/2002,3.2
Ellington,RT,2002,11/1/2002,3.9
Ellington,RT,2002,12/1/2002,3.9
Ellington,RT,2001,1/1/2001,2.8
Ellington,RT,2001,2/1/2001,2.6
